date,store_id,store_name,city,product_id,product_name,category,shelf_life_days,quantity_on_hand,days_until_expiry,freshness_score,at_risk_cost,at_risk_co2_kg,risk_level
2025-12-24,7,Valley Organics,Green Valley,60,Ground Beef 500g,Meat,3,14.7,3,1.0,58.8,396.9,high
2025-12-24,8,Harbor Fresh,Harbor Town,67,Lamb Chops 500g,Meat,3,8.4,3,1.0,58.8,329.28,high
2025-12-06,4,SuperSave East,Metro City,137,Salad Mix 300g,Deli,5,29.3,3,0.6,58.6,14.65,high
2025-12-04,4,SuperSave East,Metro City,62,Pork Chops 500g,Meat,3,19.4,3,1.0,58.2,234.74,high
2025-12-14,5,FreshMart Valley,Green Valley,60,Ground Beef 500g,Meat,3,14.5,3,1.0,58.0,391.5,high
2025-12-13,2,FreshMart Uptown,Metro City,60,Ground Beef 500g,Meat,3,14.4,3,1.0,57.6,388.8,high
2025-12-15,4,SuperSave East,Metro City,7,Grapes - Red,Fruits,10,28.7,3,0.3,57.4,20.09,high
2025-12-31,4,SuperSave East,Metro City,77,White Bread Loaf,Bakery,5,57.1,3,0.6,57.1,45.68,high
2025-12-21,9,Seaside Market,Harbor Town,78,Whole Wheat Bread,Bakery,5,47.1,3,0.6,56.52,32.97,high
2025-12-21,3,GreenGrocer Central,Metro City,59,Chicken Thighs 500g,Meat,3,20.1,3,1.0,56.28,138.69,high
2025-12-17,4,SuperSave East,Metro City,40,Garlic,Vegetables,60,37.5,3,0.05,56.25,18.75,high
2025-12-11,5,FreshMart Valley,Green Valley,59,Chicken Thighs 500g,Meat,3,20.0,3,1.0,56.0,138.0,high
2025-12-05,2,FreshMart Uptown,Metro City,61,Beef Steak 300g,Meat,3,9.0,3,1.0,54.0,243.0,high
2025-12-22,1,FreshMart Downtown,Metro City,64,Bacon 250g,Meat,7,15.3,3,0.43,53.55,185.13,high
2025-12-15,1,FreshMart Downtown,Metro City,5,Strawberries,Fruits,5,21.4,3,0.6,53.5,23.54,high
2025-12-01,9,Seaside Market,Harbor Town,137,Salad Mix 300g,Deli,5,26.7,3,0.6,53.4,13.35,high
2025-12-06,8,Harbor Fresh,Harbor Town,61,Beef Steak 300g,Meat,3,8.9,3,1.0,53.4,240.3,high
2025-12-24,6,Nature's Best,Green Valley,64,Bacon 250g,Meat,7,15.1,3,0.43,52.85,182.71,high
2025-12-13,7,Valley Organics,Green Valley,66,Turkey Breast 500g,Meat,3,13.1,3,1.0,52.4,72.05,high
2025-12-12,8,Harbor Fresh,Harbor Town,61,Beef Steak 300g,Meat,3,8.7,3,1.0,52.2,234.9,high
2025-12-12,8,Harbor Fresh,Harbor Town,59,Chicken Thighs 500g,Meat,3,18.6,3,1.0,52.08,128.34,high
2025-12-25,9,Seaside Market,Harbor Town,1,Bananas,Fruits,7,64.9,3,0.43,51.92,58.41,high
2025-12-21,5,FreshMart Valley,Green Valley,64,Bacon 250g,Meat,7,14.8,3,0.43,51.8,179.08,high
2025-12-21,10,Dock Street Grocery,Harbor Town,62,Pork Chops 500g,Meat,3,17.2,3,1.0,51.6,208.12,high
2025-12-21,3,GreenGrocer Central,Metro City,77,White Bread Loaf,Bakery,5,51.4,3,0.6,51.4,41.12,high
2025-12-03,3,GreenGrocer Central,Metro City,50,Greek Yogurt 500g,Dairy,14,34.2,3,0.21,51.3,85.5,high
2025-12-12,1,FreshMart Downtown,Metro City,6,Blueberries,Fruits,7,17.1,3,0.43,51.3,13.68,high
2025-12-08,6,Nature's Best,Green Valley,59,Chicken Thighs 500g,Meat,3,18.3,3,1.0,51.24,126.27,high
2025-12-02,2,FreshMart Uptown,Metro City,66,Turkey Breast 500g,Meat,3,12.8,3,1.0,51.2,70.4,high
2025-12-10,1,FreshMart Downtown,Metro City,60,Ground Beef 500g,Meat,3,12.8,3,1.0,51.2,345.6,high
2025-12-20,3,GreenGrocer Central,Metro City,67,Lamb Chops 500g,Meat,3,7.3,3,1.0,51.1,286.16,high
2025-12-09,8,Harbor Fresh,Harbor Town,137,Salad Mix 300g,Deli,5,25.5,3,0.6,51.0,12.75,high
2025-12-10,1,FreshMart Downtown,Metro City,59,Chicken Thighs 500g,Meat,3,18.0,3,1.0,50.4,124.2,high
2025-12-13,1,FreshMart Downtown,Metro City,137,Salad Mix 300g,Deli,5,25.2,3,0.6,50.4,12.6,high
2025-12-25,1,FreshMart Downtown,Metro City,12,Avocados,Fruits,5,33.5,3,0.6,50.25,83.75,high
2025-12-20,2,FreshMart Uptown,Metro City,80,Croissants 4pk,Bakery,3,19.8,3,1.0,49.5,21.78,high
2025-12-16,2,FreshMart Uptown,Metro City,48,Cheddar Cheese 200g,Dairy,30,19.7,3,0.1,49.25,167.45,high
2025-12-12,9,Seaside Market,Harbor Town,62,Pork Chops 500g,Meat,3,16.4,3,1.0,49.2,198.44,high
2025-12-28,1,FreshMart Downtown,Metro City,66,Turkey Breast 500g,Meat,3,12.3,3,1.0,49.2,67.65,high
2025-12-28,4,SuperSave East,Metro City,84,Tortillas 10pk,Bakery,14,32.7,3,0.21,49.05,22.89,high
2025-12-03,8,Harbor Fresh,Harbor Town,67,Lamb Chops 500g,Meat,3,7.0,3,1.0,49.0,274.4,high
2025-12-06,1,FreshMart Downtown,Metro City,137,Salad Mix 300g,Deli,5,24.5,3,0.6,49.0,12.25,high
2025-12-13,7,Valley Organics,Green Valley,79,Sourdough Bread,Bakery,5,24.5,3,0.6,49.0,14.7,high
2025-12-27,3,GreenGrocer Central,Metro City,63,Ground Pork 500g,Meat,3,17.4,3,1.0,48.72,210.54,high
2025-12-19,2,FreshMart Uptown,Metro City,108,Breakfast Cereal 500g,Pantry,180,19.4,3,0.02,48.5,29.1,high
2025-12-10,9,Seaside Market,Harbor Town,50,Greek Yogurt 500g,Dairy,14,32.3,3,0.21,48.45,80.75,high
2025-12-13,2,FreshMart Uptown,Metro City,78,Whole Wheat Bread,Bakery,5,40.3,3,0.6,48.36,28.21,high
2025-12-23,7,Valley Organics,Green Valley,64,Bacon 250g,Meat,7,13.8,3,0.43,48.3,166.98,high
2025-12-27,8,Harbor Fresh,Harbor Town,79,Sourdough Bread,Bakery,5,24.1,3,0.6,48.2,14.46,high
2025-12-05,1,FreshMart Downtown,Metro City,80,Croissants 4pk,Bakery,3,19.2,3,1.0,48.0,21.12,high
2025-12-05,6,Nature's Best,Green Valley,62,Pork Chops 500g,Meat,3,16.0,3,1.0,48.0,193.6,high
2025-12-20,2,FreshMart Uptown,Metro City,47,Skim Milk 1L,Dairy,7,53.2,3,0.43,47.88,148.96,high
2025-12-03,10,Dock Street Grocery,Harbor Town,66,Turkey Breast 500g,Meat,3,11.9,3,1.0,47.6,65.45,high
2025-12-09,8,Harbor Fresh,Harbor Town,62,Pork Chops 500g,Meat,3,15.8,3,1.0,47.4,191.18,high
2025-12-06,1,FreshMart Downtown,Metro City,34,Mushrooms,Vegetables,5,23.6,3,0.6,47.2,14.16,high
2025-12-01,7,Valley Organics,Green Valley,108,Breakfast Cereal 500g,Pantry,180,18.8,3,0.02,47.0,28.2,high
2025-12-05,7,Valley Organics,Green Valley,67,Lamb Chops 500g,Meat,3,6.7,3,1.0,46.9,262.64,high
2025-12-09,5,FreshMart Valley,Green Valley,66,Turkey Breast 500g,Meat,3,11.7,3,1.0,46.8,64.35,high
2025-12-21,6,Nature's Best,Green Valley,6,Blueberries,Fruits,7,15.6,3,0.43,46.8,12.48,high
2025-12-26,5,FreshMart Valley,Green Valley,61,Beef Steak 300g,Meat,3,7.8,3,1.0,46.8,210.6,high
2025-12-24,7,Valley Organics,Green Valley,55,Eggs - Dozen,Dairy,21,23.3,3,0.14,46.6,111.84,high
2025-12-02,3,GreenGrocer Central,Metro City,60,Ground Beef 500g,Meat,3,11.6,3,1.0,46.4,313.2,high
2025-12-02,2,FreshMart Uptown,Metro City,67,Lamb Chops 500g,Meat,3,6.6,3,1.0,46.2,258.72,high
2025-12-16,4,SuperSave East,Metro City,62,Pork Chops 500g,Meat,3,15.4,3,1.0,46.2,186.34,high
2025-12-22,2,FreshMart Uptown,Metro City,64,Bacon 250g,Meat,7,13.2,3,0.43,46.2,159.72,high
2025-12-06,2,FreshMart Uptown,Metro City,79,Sourdough Bread,Bakery,5,23.0,3,0.6,46.0,13.8,high
2025-12-25,4,SuperSave East,Metro City,62,Pork Chops 500g,Meat,3,15.3,3,1.0,45.9,185.13,high
2025-12-03,4,SuperSave East,Metro City,58,Chicken Breast 500g,Meat,3,13.1,3,1.0,45.85,90.39,high
2025-12-03,8,Harbor Fresh,Harbor Town,46,Whole Milk 1L,Dairy,7,45.6,3,0.43,45.6,145.92,high
2025-12-23,3,GreenGrocer Central,Metro City,66,Turkey Breast 500g,Meat,3,11.4,3,1.0,45.6,62.7,high
2025-12-07,1,FreshMart Downtown,Metro City,5,Strawberries,Fruits,5,18.2,3,0.6,45.5,20.02,high
2025-12-12,4,SuperSave East,Metro City,82,Muffins 4pk,Bakery,3,18.1,3,1.0,45.25,18.1,high
2025-12-02,8,Harbor Fresh,Harbor Town,66,Turkey Breast 500g,Meat,3,11.3,3,1.0,45.2,62.15,high
2025-12-15,4,SuperSave East,Metro City,46,Whole Milk 1L,Dairy,7,45.0,3,0.43,45.0,144.0,high
2025-12-25,9,Seaside Market,Harbor Town,58,Chicken Breast 500g,Meat,3,12.8,3,1.0,44.8,88.32,high
2025-12-16,10,Dock Street Grocery,Harbor Town,6,Blueberries,Fruits,7,14.9,3,0.43,44.7,11.92,high
2025-12-30,6,Nature's Best,Green Valley,137,Salad Mix 300g,Deli,5,22.3,3,0.6,44.6,11.15,high
2025-12-19,8,Harbor Fresh,Harbor Town,59,Chicken Thighs 500g,Meat,3,15.9,3,1.0,44.52,109.71,high
2025-12-06,6,Nature's Best,Green Valley,137,Salad Mix 300g,Deli,5,22.2,3,0.6,44.4,11.1,high
2025-12-18,5,FreshMart Valley,Green Valley,62,Pork Chops 500g,Meat,3,14.8,3,1.0,44.4,179.08,high
2025-12-02,10,Dock Street Grocery,Harbor Town,67,Lamb Chops 500g,Meat,3,6.3,3,1.0,44.1,246.96,high
2025-12-02,1,FreshMart Downtown,Metro City,61,Beef Steak 300g,Meat,3,7.3,3,1.0,43.8,197.1,high
2025-12-21,3,GreenGrocer Central,Metro City,63,Ground Pork 500g,Meat,3,15.6,3,1.0,43.68,188.76,high
2025-12-09,3,GreenGrocer Central,Metro City,60,Ground Beef 500g,Meat,3,10.9,3,1.0,43.6,294.3,high
2025-12-09,2,FreshMart Uptown,Metro City,7,Grapes - Red,Fruits,10,21.7,3,0.3,43.4,15.19,high
2025-12-02,2,FreshMart Uptown,Metro City,137,Salad Mix 300g,Deli,5,21.6,3,0.6,43.2,10.8,high
2025-12-29,10,Dock Street Grocery,Harbor Town,5,Strawberries,Fruits,5,17.2,3,0.6,43.0,18.92,high
2025-12-07,9,Seaside Market,Harbor Town,59,Chicken Thighs 500g,Meat,3,15.3,3,1.0,42.84,105.57,high
2025-12-13,4,SuperSave East,Metro City,78,Whole Wheat Bread,Bakery,5,35.6,3,0.6,42.72,24.92,high
2025-12-08,4,SuperSave East,Metro City,61,Beef Steak 300g,Meat,3,7.1,3,1.0,42.6,191.7,high
2025-12-13,8,Harbor Fresh,Harbor Town,77,White Bread Loaf,Bakery,5,42.6,3,0.6,42.6,34.08,high
2025-12-18,5,FreshMart Valley,Green Valley,12,Avocados,Fruits,5,28.3,3,0.6,42.45,70.75,high
2025-12-30,9,Seaside Market,Harbor Town,137,Salad Mix 300g,Deli,5,21.2,3,0.6,42.4,10.6,high
2025-12-16,3,GreenGrocer Central,Metro City,63,Ground Pork 500g,Meat,3,15.1,3,1.0,42.28,182.71,high
2025-12-26,3,GreenGrocer Central,Metro City,59,Chicken Thighs 500g,Meat,3,15.1,3,1.0,42.28,104.19,high
2025-12-18,6,Nature's Best,Green Valley,46,Whole Milk 1L,Dairy,7,42.2,3,0.43,42.2,135.04,high
2025-12-01,2,FreshMart Uptown,Metro City,62,Pork Chops 500g,Meat,3,14.0,3,1.0,42.0,169.4,high
2025-12-09,4,SuperSave East,Metro City,79,Sourdough Bread,Bakery,5,21.0,3,0.6,42.0,12.6,high
2025-12-09,9,Seaside Market,Harbor Town,65,Sausages 500g,Meat,7,16.8,3,0.43,42.0,134.4,high
2025-12-17,5,FreshMart Valley,Green Valley,9,Watermelon,Fruits,14,14.0,3,0.21,42.0,4.2,high
2025-12-21,8,Harbor Fresh,Harbor Town,66,Turkey Breast 500g,Meat,3,10.5,3,1.0,42.0,57.75,high
2025-12-26,10,Dock Street Grocery,Harbor Town,50,Greek Yogurt 500g,Dairy,14,28.0,3,0.21,42.0,70.0,high
2025-12-20,7,Valley Organics,Green Valley,79,Sourdough Bread,Bakery,5,20.8,3,0.6,41.6,12.48,high
2025-12-01,3,GreenGrocer Central,Metro City,62,Pork Chops 500g,Meat,3,13.8,3,1.0,41.4,166.98,high
2025-12-26,5,FreshMart Valley,Green Valley,25,Broccoli,Vegetables,7,27.6,3,0.43,41.4,24.84,high
2025-12-31,6,Nature's Best,Green Valley,21,Tomatoes,Vegetables,10,41.4,3,0.3,41.4,57.96,high
2025-12-21,4,SuperSave East,Metro City,43,Peas,Vegetables,5,27.5,3,0.6,41.25,11.0,high
2025-12-25,6,Nature's Best,Green Valley,2,Apples - Red,Fruits,21,34.2,3,0.14,41.04,13.68,high
2025-12-14,3,GreenGrocer Central,Metro City,46,Whole Milk 1L,Dairy,7,41.0,3,0.43,41.0,131.2,high
2025-12-13,3,GreenGrocer Central,Metro City,58,Chicken Breast 500g,Meat,3,11.7,3,1.0,40.95,80.73,high
2025-12-23,4,SuperSave East,Metro City,63,Ground Pork 500g,Meat,3,14.6,3,1.0,40.88,176.66,high
2025-12-05,3,GreenGrocer Central,Metro City,137,Salad Mix 300g,Deli,5,20.4,3,0.6,40.8,10.2,high
2025-12-06,6,Nature's Best,Green Valley,50,Greek Yogurt 500g,Dairy,14,27.2,3,0.21,40.8,68.0,high
2025-12-06,8,Harbor Fresh,Harbor Town,80,Croissants 4pk,Bakery,3,16.3,3,1.0,40.75,17.93,high
2025-12-29,9,Seaside Market,Harbor Town,12,Avocados,Fruits,5,27.1,3,0.6,40.65,67.75,high
2025-12-11,6,Nature's Best,Green Valley,129,Granola Bars 6pk,Snacks,180,20.3,3,0.02,40.6,20.3,high
2025-12-06,8,Harbor Fresh,Harbor Town,2,Apples - Red,Fruits,21,33.8,3,0.14,40.56,13.52,high
2025-12-17,6,Nature's Best,Green Valley,65,Sausages 500g,Meat,7,16.2,3,0.43,40.5,129.6,high
2025-12-26,1,FreshMart Downtown,Metro City,80,Croissants 4pk,Bakery,3,16.2,3,1.0,40.5,17.82,high
2025-12-06,7,Valley Organics,Green Valley,66,Turkey Breast 500g,Meat,3,10.1,3,1.0,40.4,55.55,high
2025-12-19,5,FreshMart Valley,Green Valley,77,White Bread Loaf,Bakery,5,40.4,3,0.6,40.4,32.32,high
2025-12-27,5,FreshMart Valley,Green Valley,60,Ground Beef 500g,Meat,3,10.1,3,1.0,40.4,272.7,high
2025-12-25,6,Nature's Best,Green Valley,12,Avocados,Fruits,5,26.9,3,0.6,40.35,67.25,high
2025-12-01,6,Nature's Best,Green Valley,62,Pork Chops 500g,Meat,3,13.4,3,1.0,40.2,162.14,high
2025-12-03,8,Harbor Fresh,Harbor Town,78,Whole Wheat Bread,Bakery,5,33.5,3,0.6,40.2,23.45,high
2025-12-08,3,GreenGrocer Central,Metro City,139,Rotisserie Chicken,Deli,3,10.0,3,1.0,40.0,69.0,high
2025-12-21,4,SuperSave East,Metro City,66,Turkey Breast 500g,Meat,3,10.0,3,1.0,40.0,55.0,high
2025-12-28,4,SuperSave East,Metro City,66,Turkey Breast 500g,Meat,3,10.0,3,1.0,40.0,55.0,high
2025-12-10,9,Seaside Market,Harbor Town,20,Raspberries,Fruits,4,11.4,3,0.75,39.9,11.4,high
2025-12-06,3,GreenGrocer Central,Metro City,46,Whole Milk 1L,Dairy,7,39.6,3,0.43,39.6,126.72,high
2025-12-08,10,Dock Street Grocery,Harbor Town,62,Pork Chops 500g,Meat,3,13.2,3,1.0,39.6,159.72,high
2025-12-17,5,FreshMart Valley,Green Valley,63,Ground Pork 500g,Meat,3,14.1,3,1.0,39.48,170.61,high
2025-12-08,5,FreshMart Valley,Green Valley,7,Grapes - Red,Fruits,10,19.7,3,0.3,39.4,13.79,high
2025-12-10,7,Valley Organics,Green Valley,52,Butter 250g,Dairy,30,19.7,3,0.1,39.4,177.3,high
2025-12-23,7,Valley Organics,Green Valley,49,Mozzarella 200g,Dairy,14,19.7,3,0.21,39.4,137.9,high
2025-12-25,1,FreshMart Downtown,Metro City,66,Turkey Breast 500g,Meat,3,9.8,3,1.0,39.2,53.9,high
2025-12-02,5,FreshMart Valley,Green Valley,10,Mangoes,Fruits,8,15.6,3,0.38,39.0,23.4,high
2025-12-26,4,SuperSave East,Metro City,12,Avocados,Fruits,5,26.0,3,0.6,39.0,65.0,high
2025-12-28,2,FreshMart Uptown,Metro City,86,Cake - Chocolate,Bakery,5,7.8,3,0.6,39.0,15.6,high
2025-12-29,4,SuperSave East,Metro City,59,Chicken Thighs 500g,Meat,3,13.9,3,1.0,38.92,95.91,high
2025-12-01,8,Harbor Fresh,Harbor Town,139,Rotisserie Chicken,Deli,3,9.7,3,1.0,38.8,66.93,high
2025-12-13,10,Dock Street Grocery,Harbor Town,80,Croissants 4pk,Bakery,3,15.5,3,1.0,38.75,17.05,high
2025-12-21,2,FreshMart Uptown,Metro City,62,Pork Chops 500g,Meat,3,12.9,3,1.0,38.7,156.09,high
2025-12-22,5,FreshMart Valley,Green Valley,137,Salad Mix 300g,Deli,5,19.3,3,0.6,38.6,9.65,high
2025-12-14,5,FreshMart Valley,Green Valley,25,Broccoli,Vegetables,7,25.7,3,0.43,38.55,23.13,high
2025-12-19,9,Seaside Market,Harbor Town,65,Sausages 500g,Meat,7,15.4,3,0.43,38.5,123.2,high
2025-12-24,6,Nature's Best,Green Valley,67,Lamb Chops 500g,Meat,3,5.5,3,1.0,38.5,215.6,high
2025-12-20,3,GreenGrocer Central,Metro City,61,Beef Steak 300g,Meat,3,6.4,3,1.0,38.4,172.8,high
2025-12-20,10,Dock Street Grocery,Harbor Town,119,Frozen Pizza,Frozen,180,12.8,3,0.02,38.4,32.0,high
2025-12-28,9,Seaside Market,Harbor Town,10,Mangoes,Fruits,8,15.2,3,0.38,38.0,22.8,high
2025-12-06,9,Seaside Market,Harbor Town,139,Rotisserie Chicken,Deli,3,9.4,3,1.0,37.6,64.86,high
2025-12-22,3,GreenGrocer Central,Metro City,2,Apples - Red,Fruits,21,31.3,3,0.14,37.56,12.52,high
2025-12-19,8,Harbor Fresh,Harbor Town,12,Avocados,Fruits,5,25.0,3,0.6,37.5,62.5,high
2025-12-22,4,SuperSave East,Metro City,34,Mushrooms,Vegetables,5,18.6,3,0.6,37.2,11.16,high
2025-12-14,4,SuperSave East,Metro City,86,Cake - Chocolate,Bakery,5,7.4,3,0.6,37.0,14.8,high
2025-12-06,9,Seaside Market,Harbor Town,59,Chicken Thighs 500g,Meat,3,13.2,3,1.0,36.96,91.08,high
2025-12-24,2,FreshMart Uptown,Metro City,79,Sourdough Bread,Bakery,5,18.4,3,0.6,36.8,11.04,high
2025-12-27,8,Harbor Fresh,Harbor Town,66,Turkey Breast 500g,Meat,3,9.2,3,1.0,36.8,50.6,high
2025-12-24,8,Harbor Fresh,Harbor Town,20,Raspberries,Fruits,4,10.4,3,0.75,36.4,10.4,high
2025-12-11,8,Harbor Fresh,Harbor Town,62,Pork Chops 500g,Meat,3,12.1,3,1.0,36.3,146.41,high
2025-12-09,5,FreshMart Valley,Green Valley,50,Greek Yogurt 500g,Dairy,14,24.1,3,0.21,36.15,60.25,high
2025-12-03,7,Valley Organics,Green Valley,61,Beef Steak 300g,Meat,3,6.0,3,1.0,36.0,162.0,high
2025-12-13,3,GreenGrocer Central,Metro City,47,Skim Milk 1L,Dairy,7,40.0,3,0.43,36.0,112.0,high
2025-12-15,5,FreshMart Valley,Green Valley,66,Turkey Breast 500g,Meat,3,9.0,3,1.0,36.0,49.5,high
2025-12-18,6,Nature's Best,Green Valley,6,Blueberries,Fruits,7,12.0,3,0.43,36.0,9.6,high
2025-12-25,3,GreenGrocer Central,Metro City,47,Skim Milk 1L,Dairy,7,40.0,3,0.43,36.0,112.0,high
2025-12-27,1,FreshMart Downtown,Metro City,21,Tomatoes,Vegetables,10,36.0,3,0.3,36.0,50.4,high
2025-12-07,8,Harbor Fresh,Harbor Town,63,Ground Pork 500g,Meat,3,12.8,3,1.0,35.84,154.88,high
2025-12-12,9,Seaside Market,Harbor Town,81,Bagels 6pk,Bakery,5,17.9,3,0.6,35.8,16.11,high
2025-12-22,1,FreshMart Downtown,Metro City,77,White Bread Loaf,Bakery,5,35.8,3,0.6,35.8,28.64,high
2025-12-04,7,Valley Organics,Green Valley,49,Mozzarella 200g,Dairy,14,17.8,3,0.21,35.6,124.6,high
2025-12-11,8,Harbor Fresh,Harbor Town,66,Turkey Breast 500g,Meat,3,8.9,3,1.0,35.6,48.95,high
2025-12-29,3,GreenGrocer Central,Metro City,66,Turkey Breast 500g,Meat,3,8.9,3,1.0,35.6,48.95,high
2025-12-21,6,Nature's Best,Green Valley,82,Muffins 4pk,Bakery,3,14.2,3,1.0,35.5,14.2,high
2025-12-23,4,SuperSave East,Metro City,51,Plain Yogurt 500g,Dairy,14,29.5,3,0.21,35.4,59.0,high
2025-12-18,1,FreshMart Downtown,Metro City,19,Cherries,Fruits,5,8.8,3,0.6,35.2,5.28,high
2025-12-19,9,Seaside Market,Harbor Town,81,Bagels 6pk,Bakery,5,17.6,3,0.6,35.2,15.84,high
2025-12-02,7,Valley Organics,Green Valley,12,Avocados,Fruits,5,23.4,3,0.6,35.1,58.5,high
2025-12-02,8,Harbor Fresh,Harbor Town,80,Croissants 4pk,Bakery,3,14.0,3,1.0,35.0,15.4,high
2025-12-29,6,Nature's Best,Green Valley,5,Strawberries,Fruits,5,14.0,3,0.6,35.0,15.4,high
2025-12-31,2,FreshMart Uptown,Metro City,80,Croissants 4pk,Bakery,3,14.0,3,1.0,35.0,15.4,high
2025-12-12,2,FreshMart Uptown,Metro City,66,Turkey Breast 500g,Meat,3,8.7,3,1.0,34.8,47.85,high
2025-12-14,7,Valley Organics,Green Valley,60,Ground Beef 500g,Meat,3,8.7,3,1.0,34.8,234.9,high
2025-12-22,10,Dock Street Grocery,Harbor Town,62,Pork Chops 500g,Meat,3,11.6,3,1.0,34.8,140.36,high
2025-12-12,6,Nature's Best,Green Valley,47,Skim Milk 1L,Dairy,7,38.6,3,0.43,34.74,108.08,high
2025-12-25,4,SuperSave East,Metro City,68,Ham Sliced 200g,Meat,10,17.3,3,0.3,34.6,138.4,high
2025-12-29,2,FreshMart Uptown,Metro City,21,Tomatoes,Vegetables,10,34.5,3,0.3,34.5,48.3,high
2025-12-13,2,FreshMart Uptown,Metro City,81,Bagels 6pk,Bakery,5,17.1,3,0.6,34.2,15.39,high
2025-12-19,7,Valley Organics,Green Valley,61,Beef Steak 300g,Meat,3,5.7,3,1.0,34.2,153.9,high
2025-12-24,5,FreshMart Valley,Green Valley,139,Rotisserie Chicken,Deli,3,8.5,3,1.0,34.0,58.65,high
2025-12-11,7,Valley Organics,Green Valley,77,White Bread Loaf,Bakery,5,33.9,3,0.6,33.9,27.12,high
2025-12-12,9,Seaside Market,Harbor Town,80,Croissants 4pk,Bakery,3,13.5,3,1.0,33.75,14.85,high
2025-12-11,2,FreshMart Uptown,Metro City,21,Tomatoes,Vegetables,10,33.7,3,0.3,33.7,47.18,high
2025-12-13,10,Dock Street Grocery,Harbor Town,20,Raspberries,Fruits,4,9.6,3,0.75,33.6,9.6,high
2025-12-18,4,SuperSave East,Metro City,20,Raspberries,Fruits,4,9.6,3,0.75,33.6,9.6,high
2025-12-29,5,FreshMart Valley,Green Valley,19,Cherries,Fruits,5,8.4,3,0.6,33.6,5.04,high
2025-12-18,7,Valley Organics,Green Valley,50,Greek Yogurt 500g,Dairy,14,22.3,3,0.21,33.45,55.75,high
2025-12-27,1,FreshMart Downtown,Metro City,12,Avocados,Fruits,5,22.3,3,0.6,33.45,55.75,high
2025-12-28,2,FreshMart Uptown,Metro City,12,Avocados,Fruits,5,22.3,3,0.6,33.45,55.75,high
2025-12-19,7,Valley Organics,Green Valley,79,Sourdough Bread,Bakery,5,16.7,3,0.6,33.4,10.02,high
2025-12-08,9,Seaside Market,Harbor Town,12,Avocados,Fruits,5,22.2,3,0.6,33.3,55.5,high
2025-12-29,8,Harbor Fresh,Harbor Town,20,Raspberries,Fruits,4,9.5,3,0.75,33.25,9.5,high
2025-12-06,2,FreshMart Uptown,Metro City,19,Cherries,Fruits,5,8.3,3,0.6,33.2,4.98,high
2025-12-31,10,Dock Street Grocery,Harbor Town,81,Bagels 6pk,Bakery,5,16.6,3,0.6,33.2,14.94,high
2025-12-15,3,GreenGrocer Central,Metro City,61,Beef Steak 300g,Meat,3,5.5,3,1.0,33.0,148.5,high
2025-12-17,10,Dock Street Grocery,Harbor Town,81,Bagels 6pk,Bakery,5,16.4,3,0.6,32.8,14.76,high
2025-12-08,2,FreshMart Uptown,Metro City,10,Mangoes,Fruits,8,13.1,3,0.38,32.75,19.65,high
2025-12-05,8,Harbor Fresh,Harbor Town,12,Avocados,Fruits,5,21.8,3,0.6,32.7,54.5,high
2025-12-20,5,FreshMart Valley,Green Valley,7,Grapes - Red,Fruits,10,16.3,3,0.3,32.6,11.41,high
2025-12-18,2,FreshMart Uptown,Metro City,80,Croissants 4pk,Bakery,3,13.0,3,1.0,32.5,14.3,high
2025-12-29,10,Dock Street Grocery,Harbor Town,65,Sausages 500g,Meat,7,13.0,3,0.43,32.5,104.0,high
2025-12-07,6,Nature's Best,Green Valley,89,Almond Milk 1L,Beverages,30,16.2,3,0.1,32.4,11.34,high
2025-12-30,8,Harbor Fresh,Harbor Town,46,Whole Milk 1L,Dairy,7,32.3,3,0.43,32.3,103.36,high
2025-12-11,10,Dock Street Grocery,Harbor Town,12,Avocados,Fruits,5,21.5,3,0.6,32.25,53.75,high
2025-12-26,3,GreenGrocer Central,Metro City,25,Broccoli,Vegetables,7,21.5,3,0.43,32.25,19.35,high
2025-12-06,7,Valley Organics,Green Valley,46,Whole Milk 1L,Dairy,7,32.2,3,0.43,32.2,103.04,high
2025-12-13,10,Dock Street Grocery,Harbor Town,67,Lamb Chops 500g,Meat,3,4.6,3,1.0,32.2,180.32,high
2025-12-23,7,Valley Organics,Green Valley,137,Salad Mix 300g,Deli,5,16.1,3,0.6,32.2,8.05,high
2025-12-10,8,Harbor Fresh,Harbor Town,21,Tomatoes,Vegetables,10,32.1,3,0.3,32.1,44.94,high
2025-12-12,1,FreshMart Downtown,Metro City,62,Pork Chops 500g,Meat,3,10.7,3,1.0,32.1,129.47,high
2025-12-22,9,Seaside Market,Harbor Town,82,Muffins 4pk,Bakery,3,12.8,3,1.0,32.0,12.8,high
2025-12-24,5,FreshMart Valley,Green Valley,66,Turkey Breast 500g,Meat,3,8.0,3,1.0,32.0,44.0,high
2025-12-31,10,Dock Street Grocery,Harbor Town,1,Bananas,Fruits,7,39.9,3,0.43,31.92,35.91,high
2025-12-08,9,Seaside Market,Harbor Town,34,Mushrooms,Vegetables,5,15.9,3,0.6,31.8,9.54,high
2025-12-05,6,Nature's Best,Green Valley,40,Garlic,Vegetables,60,21.1,3,0.05,31.65,10.55,high
2025-12-06,6,Nature's Best,Green Valley,49,Mozzarella 200g,Dairy,14,15.8,3,0.21,31.6,110.6,high
2025-12-25,8,Harbor Fresh,Harbor Town,62,Pork Chops 500g,Meat,3,10.5,3,1.0,31.5,127.05,high
